,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
4759914,4759914,2021-04-18 17:46:28.246519+00:00,x,y,2021-05-02 11:00:00+00:00,2021-05-02 13:00:00+00:00,gamma,True,20.0,1,c-4,4759914,7640.0
17205551,17205551,2021-08-05 09:24:39.869239+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,gamma,True,20.0,1,c-2,17205551,7765.0
3226279,3226279,2021-03-14 06:51:41.952308+00:00,x,y,2021-03-30 11:00:00+00:00,2021-03-30 12:55:00+00:00,beta,True,20.0,0,b-69,3226279,9030.0
19130134,19130134,2021-08-14 18:45:15.971700+00:00,x,y,2021-08-17 16:00:00+00:00,2021-08-17 18:00:00+00:00,alpha,True,15.0,1,a-23,19130134,8300.0
20573266,20573266,2021-08-23 07:16:00.120777+00:00,x,y,2021-09-15 14:00:00+00:00,2021-09-15 15:55:00+00:00,beta,True,20.0,0,b-9,20573266,6410.0
14371459,14371459,2021-07-14 07:00:34.261123+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 15:55:00+00:00,beta,True,40.0,0,b-9,14371459,15400.0
3149888,3149888,2021-03-12 20:39:46.444012+00:00,x,y,2021-04-01 15:30:00+00:00,2021-04-01 17:30:00+00:00,alpha,True,15.0,1,a-7,3149888,9798.0
12319907,12319907,2021-07-02 10:36:23.864408+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,2,c-6,12319907,9750.0
13166365,13166365,2021-07-06 16:16:39.343112+00:00,x,y,2021-07-09 05:00:00+00:00,2021-07-09 07:00:00+00:00,alpha,True,15.0,1,a-1,13166365,12945.0
7834223,7834223,2021-05-26 21:10:04.544793+00:00,x,y,2021-06-04 11:00:00+00:00,2021-06-04 13:00:00+00:00,gamma,True,20.0,1,c-4,7834223,8025.0
735486,735486,2021-01-22 01:33:56.997032+00:00,x,y,2021-01-22 05:00:00+00:00,2021-01-22 06:55:00+00:00,beta,True,40.0,0,b-1,735486,11752.0
6589124,6589124,2021-05-10 23:11:18.992933+00:00,x,y,2021-05-23 13:00:00+00:00,2021-05-23 15:00:00+00:00,alpha,True,15.0,1,a-5,6589124,7397.0
19360204,19360204,2021-08-16 04:41:40.042918+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,19360204,23895.0
13298242,13298242,2021-07-07 10:36:00.048817+00:00,x,y,2021-09-17 14:00:00+00:00,2021-09-17 15:55:00+00:00,beta,True,40.0,0,b-9,13298242,8150.0
9595125,9595125,2021-06-12 18:31:08.541786+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,True,20.0,1,c-4,9595125,6900.0
13095366,13095366,2021-07-06 09:38:50.908161+00:00,x,y,2021-07-30 07:00:00+00:00,2021-07-30 09:00:00+00:00,alpha,True,35.0,1,a-5,13095366,10545.0
4871718,4871718,2021-04-19 16:38:36.435966+00:00,x,y,2021-06-05 05:00:00+00:00,2021-06-05 07:00:00+00:00,gamma,True,20.0,2,c-2,4871718,9650.0
6223131,6223131,2021-05-05 12:31:28.532094+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,alpha,True,15.0,1,a-1,6223131,6495.0
2139508,2139508,2021-02-25 10:13:00.254906+00:00,x,y,2021-02-26 11:00:00+00:00,2021-02-26 12:55:00+00:00,beta,True,40.0,0,b-69,2139508,13149.0
21075650,21075650,2021-08-26 13:24:47.049337+00:00,x,y,2021-08-30 10:00:00+00:00,2021-08-30 12:00:00+00:00,alpha,True,15.0,1,a-7,21075650,9045.0
18693154,18693154,2021-08-12 14:33:28.866297+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,gamma,True,20.0,1,c-2,18693154,8750.0
7569881,7569881,2021-05-23 13:48:12.839997+00:00,x,y,2021-05-26 13:00:00+00:00,2021-05-26 15:00:00+00:00,alpha,True,35.0,1,a-5,7569881,8762.0
6066278,6066278,2021-05-03 09:25:20.116811+00:00,x,y,2021-06-05 13:30:00+00:00,2021-06-05 15:30:00+00:00,alpha,True,35.0,1,a-5,6066278,8290.0
18050536,18050536,2021-08-09 19:56:40.437072+00:00,x,y,2021-08-21 04:40:00+00:00,2021-08-21 06:40:00+00:00,omega,True,20.0,1,d-1,18050536,12250.0
18184297,18184297,2021-08-10 11:54:13.067765+00:00,x,y,2021-08-27 14:00:00+00:00,2021-08-27 16:00:00+00:00,gamma,True,20.0,1,c-4,18184297,8525.0
5189124,5189124,2021-04-22 02:48:13.600430+00:00,x,y,2021-04-22 14:00:00+00:00,2021-04-22 15:55:00+00:00,beta,True,20.0,0,b-9,5189124,7392.0
4902484,4902484,2021-04-19 20:17:13.628726+00:00,x,y,2021-04-29 13:30:00+00:00,2021-04-29 15:30:00+00:00,alpha,True,15.0,1,a-5,4902484,4990.0
8487121,8487121,2021-06-02 12:11:07.427885+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,True,15.0,1,a-5,8487121,9403.0
17396703,17396703,2021-08-06 15:11:41.409374+00:00,x,y,2021-08-29 04:00:00+00:00,2021-08-29 06:00:00+00:00,alpha,True,20.0,1,a-1,17396703,7524.0
7162058,7162058,2021-05-19 06:01:34.598897+00:00,x,y,2021-05-31 16:00:00+00:00,2021-05-31 18:00:00+00:00,alpha,True,15.0,1,a-7,7162058,6531.0
10656028,10656028,2021-06-21 07:55:53.477430+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20.0,2,c-6,10656028,8765.0
20316165,20316165,2021-08-21 12:06:20.889842+00:00,x,y,2021-08-23 04:00:00+00:00,2021-08-23 06:00:00+00:00,alpha,True,15.0,1,a-1,20316165,23895.0
16557365,16557365,2021-07-30 16:52:12.769478+00:00,x,y,2021-08-10 13:00:00+00:00,2021-08-10 15:00:00+00:00,alpha,True,15.0,1,a-9,16557365,7524.0
12563601,12563601,2021-07-03 15:03:51.695423+00:00,x,y,2021-07-07 05:00:00+00:00,2021-07-07 06:55:00+00:00,beta,True,40.0,0,b-1,12563601,12890.0
21562578,21562578,2021-08-30 10:36:16.824967+00:00,x,y,2021-09-02 10:35:00+00:00,2021-09-02 12:35:00+00:00,omega,True,20.0,1,d-3,21562578,6870.0
16486619,16486619,2021-07-30 05:46:46.971141+00:00,x,y,2021-08-10 16:00:00+00:00,2021-08-10 18:00:00+00:00,alpha,True,15.0,1,a-23,16486619,8300.0
14888808,14888808,2021-07-17 20:06:18.930547+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 15:55:00+00:00,beta,True,40.0,0,b-9,14888808,12990.0
14363196,14363196,2021-07-14 05:56:03.187667+00:00,x,y,2021-08-07 14:00:00+00:00,2021-08-07 16:00:00+00:00,gamma,True,20.0,2,c-4,14363196,13560.0
8440194,8440194,2021-06-02 04:27:54.025966+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 06:55:00+00:00,beta,True,20.0,0,b-1,8440194,10036.0
4663901,4663901,2021-04-16 19:44:21.240747+00:00,x,y,2021-07-02 15:30:00+00:00,2021-07-02 17:30:00+00:00,alpha,True,35.0,1,a-7,4663901,8290.0
5275626,5275626,2021-04-22 19:35:25.755640+00:00,x,y,2021-04-27 16:00:00+00:00,2021-04-27 18:00:00+00:00,alpha,True,15.0,1,a-7,5275626,5996.0
18541048,18541048,2021-08-11 19:04:58.774341+00:00,x,y,2021-09-03 10:00:00+00:00,2021-09-03 12:00:00+00:00,alpha,True,15.0,1,a-7,18541048,6810.0
10634029,10634029,2021-06-21 04:03:23.471060+00:00,x,y,2021-07-08 11:00:00+00:00,2021-07-08 12:55:00+00:00,beta,True,20.0,0,b-69,10634029,7201.0
19871523,19871523,2021-08-18 18:55:11.837326+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,gamma,True,20.0,2,c-2,19871523,8245.0
11615344,11615344,2021-06-28 09:49:18.661109+00:00,x,y,2021-07-08 11:00:00+00:00,2021-07-08 12:55:00+00:00,beta,True,40.0,0,b-69,11615344,9065.0
1563099,1563099,2021-02-12 05:18:14.316289+00:00,x,y,2021-02-20 11:00:00+00:00,2021-02-20 13:00:00+00:00,gamma,True,32.0,1,c-4,1563099,9655.0
7155176,7155176,2021-05-19 02:37:46.445049+00:00,x,y,2021-05-24 14:00:00+00:00,2021-05-24 15:55:00+00:00,beta,True,20.0,0,b-9,7155176,7374.0
18743364,18743364,2021-08-12 18:40:37.715037+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,15.0,1,a-1,18743364,6810.0
4817668,4817668,2021-04-19 10:47:02.573347+00:00,x,y,2021-04-24 11:00:00+00:00,2021-04-24 13:00:00+00:00,gamma,True,0.0,0,c-4,4817668,7065.0
9882814,9882814,2021-06-14 17:01:19.505797+00:00,x,y,2021-07-08 17:00:00+00:00,2021-07-08 18:59:00+00:00,gamma,True,20.0,1,c-6,9882814,6900.0
3165763,3165763,2021-03-13 07:05:10.144849+00:00,x,y,2021-03-31 14:00:00+00:00,2021-03-31 15:55:00+00:00,beta,True,40.0,0,b-9,3165763,9863.0
6207399,6207399,2021-05-05 08:34:53.259552+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 07:00:00+00:00,alpha,True,15.0,1,a-1,6207399,7796.0
16224734,16224734,2021-07-28 00:33:47.939544+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,gamma,True,20.0,1,c-4,16224734,10285.0
9609957,9609957,2021-06-12 20:42:05.288968+00:00,x,y,2021-06-28 13:00:00+00:00,2021-06-28 15:00:00+00:00,alpha,True,15.0,1,a-9,9609957,6531.0
15454293,15454293,2021-07-22 16:04:57.686463+00:00,x,y,2021-08-04 17:00:00+00:00,2021-08-04 18:59:00+00:00,gamma,True,20.0,2,c-6,15454293,10280.0
14563024,14563024,2021-07-15 12:30:41.468494+00:00,x,y,2021-08-03 13:00:00+00:00,2021-08-03 15:00:00+00:00,alpha,True,15.0,1,a-9,14563024,11245.0
3099789,3099789,2021-03-12 07:15:25.381506+00:00,x,y,2021-04-06 13:30:00+00:00,2021-04-06 15:30:00+00:00,alpha,True,35.0,1,a-5,3099789,10799.0
2467065,2467065,2021-03-02 11:24:08.408786+00:00,x,y,2021-03-04 17:00:00+00:00,2021-03-04 18:59:00+00:00,gamma,True,20.0,1,c-6,2467065,7390.0
3125565,3125565,2021-03-12 14:00:42.148875+00:00,x,y,2021-03-17 05:00:00+00:00,2021-03-17 07:00:00+00:00,gamma,True,20.0,1,c-2,3125565,9800.0
16869489,16869489,2021-08-02 11:46:53.895552+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,True,20.0,1,c-4,16869489,7765.0
6964882,6964882,2021-05-16 19:34:04.087577+00:00,x,y,2021-05-20 16:00:00+00:00,2021-05-20 18:00:00+00:00,alpha,True,35.0,1,a-7,6964882,7397.0
16917023,16917023,2021-08-02 19:41:13.000818+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,15.0,1,a-7,16917023,8300.0
8637864,8637864,2021-06-03 19:33:42.931272+00:00,x,y,2021-06-22 07:00:00+00:00,2021-06-22 09:00:00+00:00,alpha,True,15.0,1,a-5,8637864,9403.0
2098720,2098720,2021-02-24 09:56:56.770425+00:00,x,y,2021-02-28 17:00:00+00:00,2021-02-28 18:59:00+00:00,gamma,True,20.0,1,c-6,2098720,12500.0
14601961,14601961,2021-07-15 17:25:16.092208+00:00,x,y,2021-07-26 07:00:00+00:00,2021-07-26 09:00:00+00:00,alpha,True,35.0,1,a-5,14601961,17745.0
5439006,5439006,2021-04-24 15:02:47.809236+00:00,x,y,2021-05-20 13:30:00+00:00,2021-05-20 15:30:00+00:00,alpha,True,15.0,1,a-5,5439006,8048.0
17948796,17948796,2021-08-09 12:40:25.790366+00:00,x,y,2021-08-21 17:00:00+00:00,2021-08-21 18:59:00+00:00,gamma,True,20.0,1,c-6,17948796,10040.0
17497916,17497916,2021-08-07 07:51:39.153331+00:00,x,y,2021-08-10 05:00:00+00:00,2021-08-10 06:55:00+00:00,beta,True,40.0,0,b-1,17497916,9360.0
19277822,19277822,2021-08-15 15:07:47.988917+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,gamma,True,20.0,2,c-2,19277822,19105.0
2758940,2758940,2021-03-07 06:26:35.360256+00:00,x,y,2021-03-13 15:30:00+00:00,2021-03-13 17:30:00+00:00,alpha,True,15.0,1,a-7,2758940,7502.0
18871847,18871847,2021-08-13 11:45:52.082616+00:00,x,y,2021-08-18 10:35:00+00:00,2021-08-18 12:35:00+00:00,omega,True,20.0,1,d-3,18871847,7950.0
19824017,19824017,2021-08-18 14:26:10.709938+00:00,x,y,2021-09-05 07:00:00+00:00,2021-09-05 09:00:00+00:00,alpha,True,15.0,1,a-5,19824017,7524.0
9019231,9019231,2021-06-07 16:40:24.291843+00:00,x,y,2021-06-26 16:00:00+00:00,2021-06-26 18:00:00+00:00,alpha,True,15.0,1,a-23,9019231,9403.0
16246657,16246657,2021-07-28 06:38:41.792734+00:00,x,y,2021-08-03 10:00:00+00:00,2021-08-03 12:00:00+00:00,alpha,True,15.0,1,a-7,16246657,11245.0
20233377,20233377,2021-08-20 20:17:34.277494+00:00,x,y,2021-08-26 04:00:00+00:00,2021-08-26 06:00:00+00:00,alpha,True,15.0,1,a-1,20233377,9045.0
10465169,10465169,2021-06-19 14:47:51.597039+00:00,x,y,2021-07-06 17:00:00+00:00,2021-07-06 18:59:00+00:00,gamma,True,20.0,2,c-6,10465169,7620.0
14474886,14474886,2021-07-14 19:37:03.999460+00:00,x,y,2021-07-15 16:00:00+00:00,2021-07-15 18:00:00+00:00,alpha,True,35.0,1,a-23,14474886,17745.0
8743930,8743930,2021-06-04 18:52:26.124419+00:00,x,y,2021-06-11 07:40:00+00:00,2021-06-11 09:40:00+00:00,alpha,True,35.0,1,a-5,8743930,9707.0
3169336,3169336,2021-03-13 08:02:07.627923+00:00,x,y,2021-04-14 05:00:00+00:00,2021-04-14 07:00:00+00:00,alpha,True,35.0,1,a-1,3169336,10799.0
1666831,1666831,2021-02-14 11:11:05.368085+00:00,x,y,2021-02-25 05:00:00+00:00,2021-02-25 07:00:00+00:00,gamma,True,32.0,2,c-2,1666831,13750.0
21523357,21523357,2021-08-30 03:02:03.366073+00:00,x,y,2021-09-02 05:00:00+00:00,2021-09-02 06:55:00+00:00,beta,True,20.0,0,b-1,21523357,7300.0
21637703,21637703,2021-08-30 21:59:41.914079+00:00,x,y,2021-09-03 17:00:00+00:00,2021-09-03 18:59:00+00:00,gamma,True,20.0,2,c-6,21637703,7870.0
39207,39207,2021-01-01 12:51:32.366645+00:00,x,y,2021-01-10 14:00:00+00:00,2021-01-10 15:55:00+00:00,beta,False,20.0,0,b-9,39207,8707.0
16103870,16103870,2021-07-27 06:18:56.133636+00:00,x,y,2021-08-11 17:00:00+00:00,2021-08-11 18:59:00+00:00,gamma,True,20.0,2,c-6,16103870,8765.0
15536060,15536060,2021-07-23 07:30:13.659489+00:00,x,y,2021-07-31 04:00:00+00:00,2021-07-31 06:00:00+00:00,alpha,True,35.0,1,a-1,15536060,12645.0
13279587,13279587,2021-07-07 08:53:52.648570+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,35.0,1,a-1,13279587,12645.0
6032594,6032594,2021-05-02 19:21:10.687328+00:00,x,y,2021-05-08 14:00:00+00:00,2021-05-08 15:55:00+00:00,beta,True,20.0,0,b-9,6032594,7424.0
18833366,18833366,2021-08-13 08:37:20.057074+00:00,x,y,2021-08-18 11:00:00+00:00,2021-08-18 12:55:00+00:00,beta,True,40.0,0,b-69,18833366,13330.0
19830752,19830752,2021-08-18 15:08:34.315224+00:00,x,y,2021-09-15 17:05:00+00:00,2021-09-15 19:05:00+00:00,omega,True,20.0,1,d-5,19830752,6870.0
19326579,19326579,2021-08-15 19:49:04.666608+00:00,x,y,2021-09-05 07:00:00+00:00,2021-09-05 09:00:00+00:00,alpha,True,15.0,1,a-5,19326579,9045.0
9563422,9563422,2021-06-12 14:52:05.104974+00:00,x,y,2021-07-16 07:00:00+00:00,2021-07-16 09:00:00+00:00,alpha,True,15.0,1,a-5,9563422,6531.0
20700467,20700467,2021-08-24 00:49:32.272122+00:00,x,y,2021-09-10 10:00:00+00:00,2021-09-10 12:00:00+00:00,alpha,True,15.0,1,a-7,20700467,6810.0
18798755,18798755,2021-08-13 05:06:27.223035+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,alpha,True,15.0,1,a-23,18798755,18945.0
13516837,13516837,2021-07-08 15:50:06.237189+00:00,x,y,2021-07-18 09:45:00+00:00,2021-07-18 11:45:00+00:00,gamma,True,20.0,2,c-2,13516837,17090.0
14623853,14623853,2021-07-15 20:55:06.274645+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,35.0,1,a-23,14623853,17745.0
19947278,19947278,2021-08-19 08:07:59.077139+00:00,x,y,2021-08-21 05:00:00+00:00,2021-08-21 06:55:00+00:00,beta,True,40.0,0,b-1,19947278,15840.0
19408719,19408719,2021-08-16 10:03:01.607816+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,20.0,1,a-1,19408719,14645.0
9638993,9638993,2021-06-13 06:15:02.059231+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,15.0,1,a-9,9638993,6531.0
13989787,13989787,2021-07-11 16:05:55.405492+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,13989787,12945.0
3992615,3992615,2021-03-29 04:25:30.147599+00:00,x,y,2021-04-04 15:30:00+00:00,2021-04-04 17:30:00+00:00,alpha,True,35.0,1,a-7,3992615,10799.0
20067723,20067723,2021-08-19 21:58:57.336513+00:00,x,y,2021-12-30 17:00:00+00:00,2021-12-30 18:59:00+00:00,gamma,True,20.0,2,c-6,20067723,13560.0
14943486,14943486,2021-07-18 10:00:43.384763+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,1,c-4,14943486,6900.0
2447351,2447351,2021-03-02 06:49:31.297458+00:00,x,y,2021-03-28 13:30:00+00:00,2021-03-28 15:30:00+00:00,alpha,True,15.0,1,a-5,2447351,7502.0
3979387,3979387,2021-03-28 17:24:17.651194+00:00,x,y,2021-04-09 15:30:00+00:00,2021-04-09 17:30:00+00:00,alpha,True,35.0,1,a-7,3979387,10799.0
17646609,17646609,2021-08-07 23:09:58.707651+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,20.0,1,a-7,17646609,8381.0
20847406,20847406,2021-08-24 22:14:49.633684+00:00,x,y,2021-10-14 07:00:00+00:00,2021-10-14 09:00:00+00:00,alpha,True,20.0,1,a-5,20847406,7524.0
10093496,10093496,2021-06-16 11:21:35.378729+00:00,x,y,2021-06-24 16:00:00+00:00,2021-06-24 18:00:00+00:00,alpha,True,35.0,1,a-23,10093496,7900.0
20310102,20310102,2021-08-21 11:20:10.302434+00:00,x,y,2021-08-27 16:00:00+00:00,2021-08-27 18:00:00+00:00,alpha,True,15.0,1,a-23,20310102,8300.0
15277911,15277911,2021-07-21 05:45:27.950379+00:00,x,y,2021-07-24 05:00:00+00:00,2021-07-24 06:55:00+00:00,beta,True,40.0,0,b-1,15277911,17740.0
13409390,13409390,2021-07-08 00:26:44.863248+00:00,x,y,2021-07-08 07:00:00+00:00,2021-07-08 09:00:00+00:00,alpha,True,35.0,1,a-5,13409390,12645.0
8973972,8973972,2021-06-07 08:49:46.487154+00:00,x,y,2021-06-09 16:00:00+00:00,2021-06-09 18:00:00+00:00,alpha,True,35.0,1,a-23,8973972,10006.0
14267544,14267544,2021-07-13 13:24:22.357408+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35.0,1,a-1,14267544,22445.0
2301386,2301386,2021-02-28 06:33:43.309169+00:00,x,y,2021-02-28 17:00:00+00:00,2021-02-28 18:59:00+00:00,gamma,True,0.0,0,c-6,2301386,8525.0
19843591,19843591,2021-08-18 16:21:01.605919+00:00,x,y,2021-09-08 17:00:00+00:00,2021-09-08 18:59:00+00:00,gamma,True,20.0,2,c-6,19843591,8500.0
6683493,6683493,2021-05-12 12:58:02.261676+00:00,x,y,2021-05-24 13:00:00+00:00,2021-05-24 15:00:00+00:00,alpha,True,15.0,1,a-5,6683493,6495.0
17166624,17166624,2021-08-05 00:18:10.193126+00:00,x,y,2021-08-10 14:00:00+00:00,2021-08-10 15:55:00+00:00,beta,True,40.0,0,b-9,17166624,11130.0
5418528,5418528,2021-04-24 10:22:14.966380+00:00,x,y,2021-04-24 16:00:00+00:00,2021-04-24 18:00:00+00:00,alpha,True,15.0,1,a-7,5418528,5996.0
16284787,16284787,2021-07-28 12:01:26.823047+00:00,x,y,2021-08-08 16:00:00+00:00,2021-08-08 18:00:00+00:00,alpha,True,35.0,1,a-23,16284787,12645.0
13401789,13401789,2021-07-07 21:31:39.977641+00:00,x,y,2021-07-27 14:00:00+00:00,2021-07-27 15:55:00+00:00,beta,True,40.0,0,b-9,13401789,8170.0
7968910,7968910,2021-05-28 17:31:29.798251+00:00,x,y,2021-06-08 11:00:00+00:00,2021-06-08 12:55:00+00:00,beta,True,20.0,0,b-69,7968910,7458.0
2703999,2703999,2021-03-06 06:39:40.677372+00:00,x,y,2021-03-21 15:30:00+00:00,2021-03-21 17:30:00+00:00,alpha,True,15.0,1,a-7,2703999,7502.0
15725487,15725487,2021-07-24 14:48:36.254198+00:00,x,y,2021-08-03 07:00:00+00:00,2021-08-03 09:00:00+00:00,alpha,True,35.0,1,a-5,15725487,12645.0
4286477,4286477,2021-04-05 13:59:58.355996+00:00,x,y,2021-04-21 05:00:00+00:00,2021-04-21 07:00:00+00:00,alpha,True,15.0,1,a-1,4286477,8749.0
14915139,14915139,2021-07-18 05:35:24.617549+00:00,x,y,2021-07-23 10:00:00+00:00,2021-07-23 12:00:00+00:00,alpha,True,35.0,1,a-7,14915139,10545.0
5735750,5735750,2021-04-28 12:40:18.850384+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 06:55:00+00:00,beta,True,40.0,0,b-1,5735750,9695.0
20943977,20943977,2021-08-25 15:06:22.264887+00:00,x,y,2021-08-25 17:00:00+00:00,2021-08-25 18:59:00+00:00,gamma,True,20.0,2,c-6,20943977,20105.0
7262109,7262109,2021-05-20 06:29:13.753523+00:00,x,y,2021-06-04 10:00:00+00:00,2021-06-04 12:00:00+00:00,alpha,True,35.0,1,a-9,7262109,7124.0
7914571,7914571,2021-05-28 04:22:54.210145+00:00,x,y,2021-05-28 13:00:00+00:00,2021-05-28 15:00:00+00:00,alpha,True,15.0,1,a-5,7914571,7520.0
16752841,16752841,2021-08-01 11:21:00.925330+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,gamma,True,20.0,1,c-2,16752841,7765.0
514283,514283,2021-01-15 13:59:21.418438+00:00,x,y,2021-02-09 13:30:00+00:00,2021-02-09 15:40:00+00:00,alpha,True,0.0,0,a-5,514283,8739.0
19588916,19588916,2021-08-17 09:21:12.432979+00:00,x,y,2021-09-09 04:00:00+00:00,2021-09-09 06:00:00+00:00,alpha,True,20.0,1,a-1,19588916,7524.0
15723485,15723485,2021-07-24 14:30:26.161115+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,True,20.0,2,c-6,15723485,9525.0
11618064,11618064,2021-06-28 10:03:51.096532+00:00,x,y,2021-07-01 11:00:00+00:00,2021-07-01 12:55:00+00:00,beta,True,40.0,0,b-69,11618064,15060.0
9291844,9291844,2021-06-10 10:12:07.194605+00:00,x,y,2021-06-19 05:00:00+00:00,2021-06-19 07:00:00+00:00,gamma,True,20.0,1,c-2,9291844,10900.0
11601073,11601073,2021-06-28 08:10:46.816307+00:00,x,y,2021-07-12 14:00:00+00:00,2021-07-12 15:55:00+00:00,beta,True,40.0,0,b-9,11601073,9065.0
9122115,9122115,2021-06-08 16:30:10.230415+00:00,x,y,2021-06-27 11:00:00+00:00,2021-06-27 13:00:00+00:00,gamma,True,20.0,2,c-4,9122115,11900.0
6020242,6020242,2021-05-02 15:49:30.063807+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,alpha,True,15.0,1,a-1,6020242,6495.0
21320859,21320859,2021-08-28 09:39:00.023282+00:00,x,y,2021-09-07 07:00:00+00:00,2021-09-07 09:00:00+00:00,alpha,True,20.0,1,a-5,21320859,6810.0
2521398,2521398,2021-03-03 10:20:49.932335+00:00,x,y,2021-04-03 16:00:00+00:00,2021-04-03 18:00:00+00:00,alpha,True,35.0,1,a-7,2521398,8027.0
20962240,20962240,2021-08-25 17:21:33.630450+00:00,x,y,2021-10-09 05:00:00+00:00,2021-10-09 06:55:00+00:00,beta,True,40.0,0,b-1,20962240,8380.0
2659420,2659420,2021-03-05 11:41:43.208156+00:00,x,y,2021-03-28 17:00:00+00:00,2021-03-28 18:59:00+00:00,gamma,True,20.0,1,c-6,2659420,7390.0
1970106,1970106,2021-02-21 09:45:01.957991+00:00,x,y,2021-03-07 17:00:00+00:00,2021-03-07 18:59:00+00:00,gamma,True,20.0,1,c-6,1970106,12500.0
13556542,13556542,2021-07-08 20:28:33.264451+00:00,x,y,2021-07-12 10:00:00+00:00,2021-07-12 12:00:00+00:00,alpha,True,15.0,1,a-7,13556542,14945.0
5115641,5115641,2021-04-21 09:59:56.928891+00:00,x,y,2021-04-22 11:00:00+00:00,2021-04-22 13:00:00+00:00,gamma,True,20.0,1,c-4,5115641,7390.0
6342854,6342854,2021-05-07 09:22:07.165826+00:00,x,y,2021-05-20 05:00:00+00:00,2021-05-20 06:55:00+00:00,beta,True,20.0,0,b-1,6342854,6755.0
11271911,11271911,2021-06-25 19:46:51.390548+00:00,x,y,2021-06-29 07:00:00+00:00,2021-06-29 09:00:00+00:00,alpha,True,35.0,1,a-5,11271911,7900.0
16971689,16971689,2021-08-03 11:22:56.169764+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,gamma,True,20.0,1,c-2,16971689,7765.0
15111987,15111987,2021-07-19 16:14:25.469954+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,15111987,10285.0
2488311,2488311,2021-03-02 16:35:06.504934+00:00,x,y,2021-03-04 11:00:00+00:00,2021-03-04 13:00:00+00:00,gamma,True,20.0,2,c-4,2488311,8890.0
17140543,17140543,2021-08-04 18:10:36.528068+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,gamma,True,20.0,1,c-2,17140543,8750.0
4358194,4358194,2021-04-07 10:59:44.351453+00:00,x,y,2021-04-08 14:00:00+00:00,2021-04-08 15:55:00+00:00,beta,True,40.0,0,b-9,4358194,15950.0
9482539,9482539,2021-06-12 05:34:41.062488+00:00,x,y,2021-06-12 13:00:00+00:00,2021-06-12 15:00:00+00:00,alpha,True,15.0,1,a-9,9482539,6531.0
3557055,3557055,2021-03-19 19:15:27.836321+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,15.0,1,a-7,3557055,9798.0
